AP_MAC;AP_name;AP_address;AP_location
"	8866-3904-06a0";"	UPO12-B01-FL04-AP-12";"	10.14.1.96";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 4
"	04b0-e74a-0c60";"	UPO12-B01-FL05-AP-10";"	10.14.1.97";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 5
"	04b0-e749-ee40";"	UPO12-B01-FL03-AP-11";"	10.14.1.98";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 3
"	9835-ed80-1860";"	MSK-UPO-FL06-TEST-AP01";"	10.14.13.5";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 13, этаж 6
"	8866-3903-f7a0";"	UPO12-B01-FL13-AP-14";"	10.14.2.1";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 13
"	8866-3903-fd80";"	UPO12-B01-FL08-AP-08";"	10.14.2.100";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 8
"	8866-3904-1be0";"	UPO12-B01-FL08-AP-04";"	10.14.2.101";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 8
"	8866-3903-f380";"	UPO12-B01-FL12-AP-10";"	10.14.2.102";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 12
"	8866-3904-09c0";"	UPO12-B01-FL13-AP-13";"	10.14.2.103";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 13
"	8866-3904-1960";"	UPO12-B01-FL11-AP-21";"	10.14.2.104";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 11
"	8866-3903-f5c0";"	UPO12-B01-FL08-AP-07";"	10.14.2.105";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 8
"	8866-3903-fcc0";"	8866-3903-fcc0";"	10.14.2.106";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1
"	8866-3903-f2a0";"	UPO12-B01-FL08-AP-19";"	10.14.2.107";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 8
"	8866-3904-1b80";"	UPO12-B01-FL13-AP-23";"	10.14.2.108";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 13
"	8866-3904-1cc0";"	UPO12-B01-FL08-AP-01";"	10.14.2.109";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 8
"	8866-3903-f740";"	UPO12-B01-FL10-AP-06";"	10.14.2.11";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 10
"	8866-3904-1c80";"	UPO12-B01-FL13-AP-03";"	10.14.2.110";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 13
"	8866-3903-dda0";"	UPO12-B01-FL10-AP-10";"	10.14.2.111";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 10
"	8866-3903-f500";"	UPO12-B01-FL08-AP-15";"	10.14.2.112";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 8
"	8866-3904-16a0";"	UPO12-B01-FL12-AP-15";"	10.14.2.113";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 12
"	8866-3903-fa60";"	UPO12-B01-FL10-AP-14";"	10.14.2.114";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 10
"	8866-3903-fa00";"	UPO12-B01-FL09-AP-16";"	10.14.2.115";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 9
"	8866-3903-fe40";"	UPO12-B01-FL09-AP-10";"	10.14.2.116";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 9
"	8866-3903-f240";"	UPO12-B01-FL11-AP-01";"	10.14.2.117";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 11
"	8866-3904-1580";"	UPO12-B01-FL11-AP-06";"	10.14.2.118";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 11
"	8866-3904-17e0";"	UPO12-B01-FL13-AP-11";"	10.14.2.119";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 13
"	8866-3903-f1c0";"	UPO12-B01-FL09-AP-11";"	10.14.2.12";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 9
"	8866-3903-f560";"	UPO12-B01-FL10-AP-19";"	10.14.2.120";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 10
"	8866-3903-f9c0";"	UPO12-B01-FL09-AP-19";"	10.14.2.121";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 9
"	8866-3903-f9a0";"	UPO12-B01-FL10-AP-07";"	10.14.2.122";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 10
"	8866-3904-1980";"	UPO12-B01-FL12-AP-08";"	10.14.2.123";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 12
"	8866-3903-fb80";"	UPO12-B01-FL09-AP-23";"	10.14.2.124";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 9
"	8866-3903-f840";"	UPO12-B01-FL09-AP-18";"	10.14.2.125";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 9
"	8866-3903-f860";"	UPO12-B01-FL08-AP-21";"	10.14.2.126";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 8
"	8866-3903-f600";"	8866-3903-f600";"	10.14.2.127";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1
"	8866-3904-0ac0";"	UPO12-B01-FL12-AP-13";"	10.14.2.128";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 12
"	8866-3903-dde0";"	UPO12-B01-FL10-AP-02";"	10.14.2.129";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 10
"	8866-3904-10a0";"	UPO12-B01-FL12-AP-12";"	10.14.2.13";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 12
"	8866-3904-13a0";"	UPO12-B01-FL11-AP-15";"	10.14.2.130";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 11
"	8866-3904-1a20";"	UPO12-B01-FL11-AP-22";"	10.14.2.131";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 11
"	8866-3904-19a0";"	UPO12-B01-FL11-AP-14";"	10.14.2.132";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 11
"	8866-3904-1a80";"	UPO12-B01-FL13-AP-24";"	10.14.2.133";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 13
"	8866-3903-f780";"	8866-3903-f780";"	10.14.2.134";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1
"	8866-3903-fae0";"	UPO12-B01-FL12-AP-02";"	10.14.2.135";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 12
"	8866-3904-1de0";"	UPO12-B01-FL13-AP-05";"	10.14.2.136";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 13
"	8866-3903-ddc0";"	UPO12-B01-FL09-AP-05";"	10.14.2.14";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 9
"	8866-3903-f920";"	UPO12-B01-FL12-AP-20";"	10.14.2.15";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 12
"	8866-3903-f480";"	UPO12-B01-FL10-AP-03";"	10.14.2.16";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 10
"	8866-3903-f800";"	UPO12-B01-FL10-AP-09";"	10.14.2.17";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 10
"	8866-3903-fd40";"	UPO12-B01-FL09-AP-24";"	10.14.2.18";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 9
"	8866-3904-1e60";"	UPO12-B01-FL13-AP-04";"	10.14.2.19";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 13
"	8866-3904-1ce0";"	UPO12-B01-FL09-AP-22";"	10.14.2.2";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 9
"	8866-3904-1e20";"	UPO12-B01-FL13-AP-10";"	10.14.2.20";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 13
"	8866-3903-f4e0";"	UPO12-B01-FL10-AP-16";"	10.14.2.21";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 10
"	8866-3903-f7e0";"	UPO12-B01-FL10-AP-20";"	10.14.2.22";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 10
"	8866-3904-1b40";"	UPO12-B01-FL12-AP-14";"	10.14.2.23";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 12
"	8866-3904-1b20";"	UPO12-B01-FL09-AP-03";"	10.14.2.24";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 9
"	8866-3904-1c00";"	UPO12-B01-FL13-AP-01";"	10.14.2.25";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 13
"	8866-3903-f5a0";"	UPO12-B01-FL08-AP-17";"	10.14.2.26";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 8
"	8866-3903-f9e0";"	UPO12-B01-FL10-AP-05";"	10.14.2.27";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 10
"	8866-3903-fac0";"	UPO12-B01-FL09-AP-07";"	10.14.2.28";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 9
"	8866-3904-1840";"	UPO12-B01-FL11-AP-17+CCC_FOR_TEST";"	10.14.2.29";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 11
"	8866-3903-f8c0";"	UPO12-B01-FL12-AP-16";"	10.14.2.3";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 12
"	8866-3904-16c0";"	UPO12-B01-FL12-AP-09";"	10.14.2.30";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 12
"	8866-3903-f200";"	UPO12-B01-FL08-AP-09";"	10.14.2.31";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 8
"	8866-3904-1720";"	UPO12-B01-FL11-AP-08";"	10.14.2.32";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 11
"	8866-3903-f760";"	UPO12-B01-FL08-AP-20";"	10.14.2.33";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 8
"	8866-3904-1d40";"	UPO12-B01-FL13-AP-09";"	10.14.2.34";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 13
"	8866-3904-0b20";"	UPO12-B01-FL13-AP-08";"	10.14.2.35";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 13
"	8866-3903-fca0";"	UPO12-B01-FL13-AP-26";"	10.14.2.36";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 13
"	8866-3904-15a0";"	UPO12-B01-FL11-AP-12";"	10.14.2.37";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 11
"	8866-3904-16e0";"	UPO12-B01-FL11-AP-13";"	10.14.2.38";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 11
"	8866-3903-f960";"	UPO12-B01-FL12-AP-22";"	10.14.2.39";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 12
"	8866-3903-fea0";"	UPO12-B01-FL09-AP-06";"	10.14.2.4";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 9
"	8866-3903-f460";"	UPO12-B01-FL10-AP-17";"	10.14.2.40";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 10
"	8866-3903-f280";"	UPO12-B01-FL11-AP-02";"	10.14.2.41";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 11
"	8866-3903-fb00";"	UPO12-B01-FL09-AP-13";"	10.14.2.42";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 9
"	8866-3904-1ca0";"	UPO12-B01-FL08-AP-22";"	10.14.2.43";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 8
"	8866-3904-0b80";"	UPO12-B01-FL13-AP-15";"	10.14.2.44";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 13
"	8866-3904-0a40";"	UPO12-B01-FL13-AP-19";"	10.14.2.45";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 13
"	8866-3903-fc00";"	UPO12-B01-FL12-AP-07";"	10.14.2.46";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 12
"	8866-3903-ff00";"	UPO12-B01-FL09-AP-15";"	10.14.2.47";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 9
"	8866-3904-1da0";"	UPO12-B01-FL13-AP-25";"	10.14.2.48";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 13
"	8866-3904-1700";"	UPO12-B01-FL11-AP-16";"	10.14.2.49";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 11
"	8866-3904-19c0";"	UPO12-B01-FL11-AP-18";"	10.14.2.5";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 11
"	8866-3903-fd20";"	UPO12-B01-FL12-AP-05";"	10.14.2.50";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 12
"	8866-3903-f220";"	UPO12-B01-FL08-AP-14";"	10.14.2.51";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 8
"	8866-3903-f7c0";"	UPO12-B01-FL10-AP-11";"	10.14.2.52";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 10
"	8866-3903-f880";"	UPO12-B01-FL08-AP-02";"	10.14.2.53";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 8
"	8866-3903-f580";"	UPO12-B01-FL08-AP-13";"	10.14.2.54";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 8
"	8866-3904-0960";"	UPO12-B01-FL13-AP-21";"	10.14.2.55";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 13
"	8866-3903-f640";"	UPO12-B01-FL08-AP-11";"	10.14.2.56";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 8
"	8866-3904-1480";"	UPO12-B01-FL11-AP-11";"	10.14.2.57";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 11
"	8866-3904-0aa0";"	UPO12-B01-FL13-AP-06";"	10.14.2.58";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 13
"	8866-3903-f120";"	UPO12-B01-FL09-AP-09";"	10.14.2.59";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 9
"	8866-3904-1a40";"	8866-3904-1a40";"	10.14.2.6";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1
"	8866-3904-0a80";"	UPO12-B01-FL13-AP-07";"	10.14.2.60";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 13
"	8866-3903-dd80";"	UPO12-B01-FL11-AP-05";"	10.14.2.61";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 11
"	8866-3904-0bc0";"	UPO12-B01-FL13-AP-12";"	10.14.2.62";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 13
"	8866-3903-ff40";"	UPO12-B01-FL09-AP-12";"	10.14.2.63";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 9
"	8866-3904-17a0";"	UPO12-B01-FL11-AP-04";"	10.14.2.64";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 11
"	8866-3903-fe00";"	UPO12-B01-FL09-AP-01";"	10.14.2.65";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 9
"	8866-3904-19e0";"	UPO12-B01-FL11-AP-20";"	10.14.2.66";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 11
"	8866-3903-f1e0";"	UPO12-B01-FL08-AP-10";"	10.14.2.67";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 8
"	8866-3903-f3c0";"	UPO12-B01-FL11-AP-07";"	10.14.2.68";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 11
"	8866-3904-1ae0";"	UPO12-B01-FL13-AP-20";"	10.14.2.69";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 13
"	8866-3903-f820";"	UPO12-B01-FL12-AP-18";"	10.14.2.7";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 12
"	8866-3904-1a00";"	UPO12-B01-FL11-AP-03";"	10.14.2.70";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 11
"	8866-3903-dd40";"	UPO12-B01-FL10-AP-18";"	10.14.2.71";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 10
"	8866-3903-f4a0";"	UPO12-B01-FL10-AP-15";"	10.14.2.72";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 10
"	8866-3903-f900";"	UPO12-B01-FL12-AP-01";"	10.14.2.73";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 12
"	8866-3904-1ac0";"	UPO12-B01-FL12-AP-11";"	10.14.2.74";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 12
"	8866-3903-f520";"	UPO12-B01-FL10-AP-21";"	10.14.2.75";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 10
"	8866-3904-1780";"	UPO12-B01-FL11-AP-09";"	10.14.2.76";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 11
"	8866-3904-1dc0";"	UPO12-B01-FL13-AP-02";"	10.14.2.77";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 13
"	8866-3904-0b40";"	UPO12-B01-FL11-AP-10";"	10.14.2.78";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 11
"	8866-3903-f400";"	UPO12-B01-FL13-AP-18";"	10.14.2.79";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 13
"	8866-3903-f940";"	UPO12-B01-FL12-AP-06";"	10.14.2.8";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 12
"	8866-3903-f8e0";"	UPO12-B01-FL12-AP-03";"	10.14.2.80";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 12
"	8866-3904-1a60";"	UPO12-B01-FL13-AP-16";"	10.14.2.81";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 13
"	8866-3903-f1a0";"	UPO12-B01-FL08-AP-12";"	10.14.2.82";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 8
"	8866-3904-1d20";"	UPO12-B01-FL08-AP-03";"	10.14.2.83";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 8
"	8866-3903-f8a0";"	UPO12-B01-FL09-AP-20";"	10.14.2.84";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 9
"	8866-3903-fbe0";"	UPO12-B01-FL13-AP-22";"	10.14.2.85";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 13
"	8866-3903-f540";"	UPO12-B01-FL08-AP-06";"	10.14.2.86";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 8
"	8866-3903-fd00";"	UPO12-B01-FL13-AP-17";"	10.14.2.87";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 13
"	8866-3903-de60";"	UPO12-B01-FL12-AP-04";"	10.14.2.88";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 12
"	8866-3903-fa40";"	UPO12-B01-FL10-AP-13";"	10.14.2.89";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 10
"	8866-3904-1d60";"	UPO12-B01-FL09-AP-21";"	10.14.2.9";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 9
"	8866-3903-f3a0";"	UPO12-B01-FL11-AP-24";"	10.14.2.90";г. Москва, пр-д 2-ой Южнопортовый, дом 12а, корп. 1, этаж 11
